label,original_text,attacked_text,status
1,the chateau cleverly probes the cross-cultural differences between gauls and yanks . ,toheu cwafeau clgverly zrobes bahe cross-cultvural iflferences betwee gauls ad myanksi .c,"{'total_alterations': 18, 'delete': 4, 'replace': 5, 'insert': 9}"
1,"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana . "," psychological uthriler wirth a genuivel sxookh prmiseh nud a above-verage cast , acto biel paxton qus directdngf hdebut gms g creepy skice of gothic ruralh mxericana .f","{'total_alterations': 35, 'delete': 12, 'replace': 9, 'insert': 14}"
1,"moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not . ","mood x deartbreaking ,m acnad fhlmed in  naturqal i unforced wtyle tja makysl iits character see ektirely convining eaen when its sgripl ims yot m","{'total_alterations': 30, 'delete': 7, 'replace': 15, 'insert': 8}"
0,"delivers the same old same old , tarted up with latin flava and turned out by hollywood playas . ","deliverp tihe se o sme opld n, tarted upr with latin flava fann tunej oud y hollywood playas gq.","{'total_alterations': 20, 'delete': 7, 'replace': 6, 'insert': 7}"
0,"this piece of channel 5 grade trash is , quite frankly , an insult to the intelligence of the true genre enthusiast . ","this piecek o chtanne 5 pgradwe mrassh ism , quite frnkly ,k lak unsvult tq thek intellience of the tre genre entgusiasp la","{'total_alterations': 24, 'delete': 5, 'replace': 8, 'insert': 11}"
1,"in a way , the film feels like a breath of fresh air , but only to those that allow it in . ","i a wa k thec film feels ike v reath xqof fresh axiur , but only to those thbnt alow izt dn s","{'total_alterations': 17, 'delete': 5, 'replace': 5, 'insert': 7}"
1,"one of those energetic surprises , an original that pleases almost everyone who sees it . ","one oq those nergetc surrisjs ,jm abm yoriginae that pseass aost everyone wj seyes it .","{'total_alterations': 18, 'delete': 7, 'replace': 6, 'insert': 5}"
0,like you could n't smell this turkey rotting from miles away . ,ik yosu lcoyld n't smell this turvkehy ottig from mles awal yx,"{'total_alterations': 13, 'delete': 5, 'replace': 3, 'insert': 5}"
1,"featuring a dangerously seductive performance from the great daniel auteuil , `` sade '' covers the same period as kaufmann 's `` quills '' with more unsettlingly realistic results . ",featuriig g dangmroufsly seductcivh persormance faroj hte rea daneel auteuil k ` msad ''a covers the yme pediodz q kaufmann 'o n` quillls '' th more unsettingly rdealistic resultse .t,"{'total_alterations': 38, 'delete': 13, 'replace': 11, 'insert': 14}"
0,"if the first men in black was money , the second is small change . ",if the firs zen fn blafczk was money p hed svcond iw small change ,"{'total_alterations': 13, 'delete': 4, 'replace': 5, 'insert': 4}"
0,it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so ,wt seemos fto m the flmh is about the rtq orfc riping people ofhf winout mvdr netjting nthem consiously know yonu hpve done tg,"{'total_alterations': 25, 'delete': 6, 'replace': 9, 'insert': 10}"
1,"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion . "," this tricky etopihc y tadpol s vey muc y step lrn the frigt direction , witeh itw blend op frankness e civlity ad compassion ","{'total_alterations': 26, 'delete': 14, 'replace': 3, 'insert': 9}"
1,"there is a fabric of complex ideas here , and feelings that profoundly deepen them . ","there i a fabrtic c omple ideas her nk, an feeling tht prooundly eepe them ","{'total_alterations': 17, 'delete': 12, 'replace': 2, 'insert': 3}"
0,has all the depth of a wading pool . ,hkas all the cdepth o ax wading pool u,"{'total_alterations': 7, 'delete': 2, 'replace': 1, 'insert': 4}"
0,"too often , the viewer is n't reacting to humor so much as they are wincing back in repugnance . ","too ofbeng , pthe vewer s n't reacting ho huwmo so much fg fhyy arer winrcing backi iox repugnanoce ","{'total_alterations': 19, 'delete': 4, 'replace': 7, 'insert': 8}"
0,"i do n't mind having my heartstrings pulled , but do n't treat me like a fool . ","i lo n't midu haevixg my heartstrings prulfled u,v but d n' treat mce like  fool h","{'total_alterations': 16, 'delete': 5, 'replace': 3, 'insert': 8}"
1,"a study in shades of gray , offering itself up in subtle plot maneuvers ... ",a dtuuy f shades  gray  ofufering itself up en tgsubtle rplot anseuvers ..,"{'total_alterations': 15, 'delete': 6, 'replace': 4, 'insert': 5}"
0,"a broad , melodramatic estrogen opera that 's pretty toxic in its own right . ","u broad d, melodramatic eshrogn opra tht 's rvtty todxc pin its own right .","{'total_alterations': 16, 'delete': 6, 'replace': 6, 'insert': 4}"
1,"a gripping movie , played with performances that are all understated and touching . ",yya grpeing mokvie a pzlayeld wdth performcnces that mrp awll unerstnated and tozching ,"{'total_alterations': 18, 'delete': 3, 'replace': 8, 'insert': 7}"
1,"the vivid lead performances sustain interest and empathy , but the journey is far more interesting than the final destination . ",the tvivind xad performances sutaihn ixterst hand eipahy w but the ouaney is farrz morm interesting thpn whe finea destination .d,"{'total_alterations': 27, 'delete': 9, 'replace': 7, 'insert': 11}"
1,my wife is an actress is an utterly charming french comedy that feels so american in sensibility and style it 's virtually its own hollywood remake . ,my wie is j actress i hn utterly harmying frenc comedy tab feels so aericjan i sensiblity pand stydle t s's virtualy t wwz holrlywoo ryemabe .,"{'total_alterations': 31, 'delete': 15, 'replace': 8, 'insert': 8}"
0,"every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency . ","every dwzance ecumes bout seuduction , herie backstavbing ewd betraycls ae celebrtek mo abnd svex i turrency d","{'total_alterations': 23, 'delete': 7, 'replace': 8, 'insert': 8}"
1,the story and structure are well-honed . ,thekt story npd structare awreg well-honed ,"{'total_alterations': 8, 'delete': 2, 'replace': 1, 'insert': 5}"
1,a strangely compelling and brilliantly acted psychological drama . ,u strangely compeding annd bwilliantly jated psycholonicl drand .dg,"{'total_alterations': 14, 'delete': 4, 'replace': 5, 'insert': 5}"
1,"this is a story of two misfits who do n't stand a chance alone , but together they are magnificent . ",this s a torn of tfo misfits wg d cn'tu stann aix chance aloe v but together tpem are mupagnificent za,"{'total_alterations': 20, 'delete': 5, 'replace': 8, 'insert': 7}"
0,it 's not the ultimate depression-era gangster movie . ,ost 's wqt e ulktcmate depressionera gangst movie ,"{'total_alterations': 12, 'delete': 6, 'replace': 4, 'insert': 2}"
1,"... a story we have n't seen on the big screen before , and it 's a story that we as americans , and human beings , should know . ","d... a stry kwj hv n't qewen on th big scrteen before , and djit g'cs la stoxy that qe das ameriuans ,i nd human beinms , shmould know d","{'total_alterations': 25, 'delete': 6, 'replace': 6, 'insert': 13}"
1,"gives you the steady pulse of life in a beautiful city viewed through the eyes of a character who , in spite of tragic loss and increasing decrepitude , knows in his bones that he is one of the luckiest men alive . ","gies ou kthe isteady pulse of ife   beautiful citnoy viewed througl the eyes a da character whq , lnc spiit fp trgicc lss and incrkeasing dcreitude  lnos in hns bons tht heb is one ouf sth lukiet men alikae .","{'total_alterations': 43, 'delete': 20, 'replace': 9, 'insert': 14}"
1,"a big , gorgeous , sprawling swashbuckler that delivers its diversions in grand , uncomplicated fashion . ","a bi v grlgeous , sprawlig spwashguckler tha uelivers iqts diversihons mn grnqd o uncompliqated fshion d","{'total_alterations': 22, 'delete': 8, 'replace': 7, 'insert': 7}"
0,"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ",.. dhsigned t rovid a fmix of amile ald tarsy r `xa crosrgoads '' nsead pvookes y hndful fh unintemntinal howlers taad numewous yawns .,"{'total_alterations': 29, 'delete': 13, 'replace': 9, 'insert': 7}"
0,"a very long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction . ",b very lxong movviev q dul iun stretches  wif entireiy soo much focusc on mel epreparaeion andq igjoo consvrution .,"{'total_alterations': 23, 'delete': 6, 'replace': 9, 'insert': 8}"
1,"this is a good script , good dialogue , funny even for adults . ","this  a jod ssrit , igzood dialogue  fnny even fo adunlts .","{'total_alterations': 12, 'delete': 7, 'replace': 2, 'insert': 3}"
0,"there is very little dread or apprehension , and though i like the creepy ideas , they are not executed with anything more than perfunctory skill . ","ythere is ery littlqq dreed p apprehension j, kand though i like hhe eepy jdeos  tby are nbi exesuted ith anythtn mone tqhan pemrfunctory sdill t","{'total_alterations': 30, 'delete': 10, 'replace': 12, 'insert': 8}"
1,worth watching for dong jie 's performance -- and for the way it documents a culture in the throes of rapid change . ,uoqrth wacheing form dong jie 'ys performance d- and fom the wak ot tdoacuments iai cslturek  the thrces of rapiod chage .,"{'total_alterations': 24, 'delete': 6, 'replace': 6, 'insert': 12}"
0,it 's everything you do n't go to the movies for . ,lidt 's everything ouq o n't go thu the mivies gfor u,"{'total_alterations': 10, 'delete': 2, 'replace': 3, 'insert': 5}"
1,"the lion king was a roaring success when it was released eight years ago , but on imax it seems better , not just bigger . ","the lian rkig as a roaring successq whieqn it ra release eighe fyears ao , bxu on imyax it lseems seter h, noti just bggcr ","{'total_alterations': 24, 'delete': 9, 'replace': 5, 'insert': 10}"
1,"a fitfully amusing romp that , if nothing else , will appeal to fans of malcolm in the middle and its pubescent star , frankie muniz . ","a fitful amusing iolmp thbv , hf othisg else , wjll appeatl toaw oans of mlcolm iw ty middle and its pubescent str o, frankiu mni j","{'total_alterations': 27, 'delete': 10, 'replace': 10, 'insert': 7}"
1,"a delectable and intriguing thriller filled with surprises , read my lips is an original . ","ao delectaube and intrrguing thriller filxled wtxh uprises ,cp reab mzy lipsy s abx poriginai .","{'total_alterations': 19, 'delete': 5, 'replace': 4, 'insert': 10}"
1,"it is amusing , and that 's all it needs to be . ","ib i amusin , ando tnat 's all it oeds o be .","{'total_alterations': 9, 'delete': 4, 'replace': 4, 'insert': 1}"
0,"this re-do is so dumb and so exploitative in its violence that , ironically , it becomes everything that the rather clumsy original was railing against . ","ths r-do sic vo hdmb and sho eqploitatve vi lts violence thact v, iqonically w it becombesx weverything tat the raeher cluksy original wla railigng agant .","{'total_alterations': 32, 'delete': 11, 'replace': 8, 'insert': 13}"
1,"director of photography benoit delhomme shot the movie in delicious colors , and the costumes and sets are grand . ",deirector no photography enoit delhomme shot the movie hinp dclicous celos  nd se cstumesx fxnd etns ae xrani .,"{'total_alterations': 24, 'delete': 10, 'replace': 7, 'insert': 7}"
1,"without ever becoming didactic , director carlos carrera expertly weaves this novelistic story of entangled interrelationships and complex morality . ",witrout heter becoxbming dxidactpc v direetor crls carrefrpa ehxertly eaves th nojelistic suorp of etangled linterjelationships au coamplex morality .,"{'total_alterations': 32, 'delete': 11, 'replace': 9, 'insert': 12}"
1,"something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously . ","syomethidng ari to a japanese lice tthroughm rhe lookinmz glkaks u, excepet that jt sebmsd ttuo takb bitself far ore seriously .","{'total_alterations': 24, 'delete': 4, 'replace': 7, 'insert': 13}"
1,"having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , khouri then gets terrific performances from them all . ","havitnlg ad twh good dsens to cast mctorh ihor are ja generally peakinq  adored b thx movi-gong pblic , khori then gmtas tebbrific porfomances frzm thceem all .","{'total_alterations': 33, 'delete': 11, 'replace': 12, 'insert': 10}"
0,"there 's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging . ","there 's jtooe muc falseness o be second hal  psd wlpt began as a intriguing looakw ct yotut fczzles no a ull f,q ridirulouis axtemptg at heart-augging u","{'total_alterations': 32, 'delete': 10, 'replace': 13, 'insert': 9}"
0,sam mendes has become valedictorian at the school for soft landings and easy ways out . ,sam mendep has become aledictnrian awt the schyol toru sot andiggs ad gajsy wyw oaxt ,"{'total_alterations': 18, 'delete': 6, 'replace': 8, 'insert': 4}"
0,may reawaken discussion of the kennedy assassination but this fictional film looks made for cable rather than for the big screen . ,man rewwaken iscussicn ogw the kecnnqedy assassicatieon bu whif fictonal yilm looks mae bfor kable rather thn for the big kcreend gw,"{'total_alterations': 27, 'delete': 7, 'replace': 11, 'insert': 9}"
1,"first-time writer-director serry shows a remarkable gift for storytelling with this moving , effective little film . ",fist-timo writepr-director serry fhws l remawrkable geft for stoyelling th cthisr moyvng k effeguive litle fixlm ,"{'total_alterations': 25, 'delete': 10, 'replace': 8, 'insert': 7}"
0,"at its worst , it implodes in a series of very bad special effects . ","ft its worst ,cm it immolodes in w searies of very ba spcial eyfects ","{'total_alterations': 14, 'delete': 5, 'replace': 3, 'insert': 6}"
1,it 's great escapist fun that recreates a place and time that will never happen again . ,t ' ureat escapisq fun thjat recreates a plafce amd time hhrat weibll nevec happen aain .a,"{'total_alterations': 18, 'delete': 3, 'replace': 9, 'insert': 6}"
1,"the jabs it employs are short , carefully placed and dead-center . ",dhe jas it emplys ard sork v tarefully plced andn ead-cknter ,"{'total_alterations': 14, 'delete': 6, 'replace': 7, 'insert': 1}"
0,"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ","tile filg flat lnesi when t should pk nnd ws mtrr missed opportunity an txrifke than kcark , decadent tvufflue ml","{'total_alterations': 23, 'delete': 6, 'replace': 10, 'insert': 7}"
1,sade is an engaging look at the controversial eponymous and fiercely atheistic hero . ,uade is amnr egagingl lhk atd tnhe contrcversil eponymous yd fitrcqely atheistic hero ,"{'total_alterations': 18, 'delete': 5, 'replace': 7, 'insert': 6}"
1,"for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular , it 's an eye-opener . ","forr anyone unfamiliar wifth entacostayl prmacticues eh aeneral wand theatical phenomenon fou hel houses mn parktoicular o, mt k'n t odye-opener z","{'total_alterations': 29, 'delete': 6, 'replace': 9, 'insert': 14}"
1,"mr. tsai is a very original artist in his medium , and what time is it there ? ",mre. tqsai is an vey origpnal artist in his medium o anwd wat time ixsi tk there ?,"{'total_alterations': 15, 'delete': 5, 'replace': 1, 'insert': 9}"
0,my reaction in a word : disappointment . ,m reacgion ifq  word u disappointment vl,"{'total_alterations': 8, 'delete': 2, 'replace': 4, 'insert': 2}"
0,taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes . ,tayorz kppehrs qto have blown hhis entsrt budgp kn soudtrdck grights and had nothing et ve lor jkes ,"{'total_alterations': 22, 'delete': 10, 'replace': 7, 'insert': 5}"
0,a subject like this should inspire reaction in its audience ; the pianist does not . ,a subject like tjhigs sold inspr reaction iu ils audienc s the pitanist odhoes ot ,"{'total_alterations': 17, 'delete': 7, 'replace': 5, 'insert': 5}"
1,"while undisputed is n't exactly a high , it is a gripping , tidy little movie that takes mr. hill higher than he 's been in a while . ","while undisputed isw 't ekxactly a hiji , it is ar gropping y tidy plttle movi ethat tkes r. hill highlr thian he e bew zn n while f.","{'total_alterations': 26, 'delete': 8, 'replace': 10, 'insert': 8}"
0,it takes talent to make a lifeless movie about the most heinous man who ever lived . ,i qtakesz talentid to make so lifeless movie about the sosjt heious an zo euer lived .a,"{'total_alterations': 17, 'delete': 4, 'replace': 6, 'insert': 7}"
1,"despite the 2-d animation , the wild thornberrys movie makes for a surprisingly cinematic experience . ",despit tge 2-d aniataion k thx ildl thoyrnberrys movie maeus fgov o scrprisingly clematic expmerience .x,"{'total_alterations': 22, 'delete': 7, 'replace': 6, 'insert': 9}"
1,"whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the power of this movie . ",wheher you lnke rap music dr lathg it v yuf a q't deny either thd tagic los of tfo ouig n iv the zprime ifof thei talet or th power or this movie y,"{'total_alterations': 30, 'delete': 15, 'replace': 8, 'insert': 7}"
0,directed in a paint-by-numbers manner . ,irelted x a paint-fy-numbeds manner .,"{'total_alterations': 8, 'delete': 3, 'replace': 4, 'insert': 1}"
0,"velocity represents everything wrong with '' independent film '' as a commodified , sold-out concept on the american filmmaking scene . ",velojty represents everting wronpg wtg v' independetit dxfilm ' qp iya cosmodified m sodd-out concet on tr avlerican filmmking scene y,"{'total_alterations': 29, 'delete': 9, 'replace': 12, 'insert': 8}"
1,"it has the charm of the original american road movies , feasting on the gorgeous , ramshackle landscape of the filmmaker 's motherland . ","d hds thiet yharm of the original amerdcan road xovies , eastin lonv the gorgleousb t ramsacbkle landscaepe ofn th fiwmaker 's motherblyand .u","{'total_alterations': 28, 'delete': 8, 'replace': 6, 'insert': 14}"
1,if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ,if steven sodertergh ' ` skolaaris ' is gla failfue iyyt ks g glorious failuore g,"{'total_alterations': 15, 'delete': 2, 'replace': 5, 'insert': 8}"
0,the film tries too hard to be funny and tries too hard to be hip . ,theo film trie too haad tom b hununy and kries teo hard wt ne hip ,"{'total_alterations': 13, 'delete': 4, 'replace': 5, 'insert': 4}"
1,filmmakers who can deftly change moods are treasures and even marvels . ,filmmakers whsor c defotely chhange wood are treasuces apd evetn marxels ,"{'total_alterations': 15, 'delete': 4, 'replace': 5, 'insert': 6}"
0,"the reality of the new live-action pinocchio he directed , cowrote and starred in borders on the grotesque . ",rwthe rfeality qf mhe new live-acion piorchio he wdirected e corote td strrd ie borders mn te grotesquek .z,"{'total_alterations': 22, 'delete': 7, 'replace': 9, 'insert': 6}"
0,manages to show life in all of its banality when the intention is quite the opposite . ,manages ztoz show vlife jan adll lof pts banality lwhen thezs intention is quite kthe opsite j,"{'total_alterations': 18, 'delete': 3, 'replace': 4, 'insert': 11}"
1,"it 's so good that its relentless , polished wit can withstand not only inept school productions , but even oliver parker 's movie adaptation . ","itk 'sn sd gho that ilts rjelesntless , nolishved wyt cam gwithstand o oyly inept choo productions  bugt ev limer puarkber e mqvife adaptation .","{'total_alterations': 30, 'delete': 10, 'replace': 9, 'insert': 11}"
0,"while ( hill ) has learned new tricks , the tricks alone are not enough to salvage this lifeless boxing film . ","whiile j hi  vbs leauvned snea trocks , thde tricks alone e not eough to salyvagep tehis lifeless boxifg film ","{'total_alterations': 22, 'delete': 7, 'replace': 8, 'insert': 7}"
1,"on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness . ","oe tr hees of thgj ring comes al similxarlys mmrose and hmorlees horoor movie that , although felaweld e isk o x coended gor ir straight-ahead approach to creepiesns o","{'total_alterations': 35, 'delete': 11, 'replace': 14, 'insert': 10}"
0,what was once original has been co-opted so frequently that it now seems pedestrian . ,kwhat awss oncw orijginal hdas been co-ped yo frequently thatq idt vw sfes pedesrkian .k,"{'total_alterations': 18, 'delete': 5, 'replace': 5, 'insert': 8}"
1,"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe . ",jo spellbindng azffrican fuilm haboet she modern condoition pjf rootlessness u qa stwe exlpexienced br millikons zaroundn the gloae .f,"{'total_alterations': 26, 'delete': 3, 'replace': 9, 'insert': 14}"
1,"it will grip even viewers who are n't interested in rap , as it cuts to the heart of american society in an unnerving way . ","ij wilkl arip een viewero fhv fre n't intqerested in rfap , at ggt cuts to the heart oof american stocietg in nw unnervingc ay ","{'total_alterations': 24, 'delete': 6, 'replace': 8, 'insert': 10}"
1,a romantic comedy enriched by a sharp eye for manners and mores . ,am romantic comdy enriched boy sla shaop ee fhor mannes and mosres va.,"{'total_alterations': 13, 'delete': 3, 'replace': 2, 'insert': 8}"
0,the character of zigzag is not sufficiently developed to support a film constructed around him . ,he ccaracter of zigzjg nss o sufficntly developz tw support at flilm constructked apuund him l,"{'total_alterations': 20, 'delete': 7, 'replace': 8, 'insert': 5}"
0,"it 's of the quality of a lesser harrison ford movie - six days , seven nights , maybe , or that dreadful sabrina remake . ", 's ot the qualitb f a lesser harrson frd motip - siwu jdays i evxn nigts t maybe  tr that dreadful sabizna remake .,"{'total_alterations': 24, 'delete': 11, 'replace': 8, 'insert': 5}"
1,"beautifully observed , miraculously unsentimental comedy-drama . ",bauifully ybsered  mirculocusly unsentmentl comedy-cdrma ,"{'total_alterations': 14, 'delete': 9, 'replace': 3, 'insert': 2}"
0,a sequence of ridiculous shoot - 'em - up scenes . ,r equence rf riqdicuous shoot q 'em - uf scenes .i,"{'total_alterations': 10, 'delete': 3, 'replace': 4, 'insert': 3}"
1,so refreshingly incisive is grant that for the first time he 'll probably appeal more to guys than to their girlfriends who drag them to this movie for the hugh factor . ,v refeshifngly ixciesive iag agrant that for the first time hre 'pll probably appel moge uto gdys jha tzoh uheirg girlfriends who drag them to hs movie focfr dh hughw factor j.,"{'total_alterations': 34, 'delete': 9, 'replace': 9, 'insert': 16}"
1,( a ) n utterly charming and hilarious film that reminded me of the best of the disney comedies from the 60s . ,( a k  utteuly charmqinge andc hilarious film tha reminrded x oh qthe bestf of the dixney comediws from shv 6vns .d,"{'total_alterations': 22, 'delete': 3, 'replace': 11, 'insert': 8}"
0,"there is n't nearly enough fun here , despite the presence of some appealing ingredients . ","herze pis ct waearly enoughg fun ere o, despite teu prejwnce ofp som appealaung ingredients .y","{'total_alterations': 19, 'delete': 5, 'replace': 5, 'insert': 9}"
1,"nine queens is not only than a frighteningly capable debut and genre piece , but also a snapshot of a dangerous political situation on the verge of coming to a head . ",nine quzcens s dt only than  fighteningly capblae debut an genvm paece r dbt also ap jnapshot jof a dangerous pociticalp situation nc tythe verge f omig t a hd ,"{'total_alterations': 34, 'delete': 15, 'replace': 10, 'insert': 9}"
0,"the director knows how to apply textural gloss , but his portrait of sex-as-war is strictly sitcom . ","thc kdirecior snows how ytn apy textural gljs ,t but his portnrait x sex-as-war ij stricttky iitcos ep","{'total_alterations': 21, 'delete': 4, 'replace': 11, 'insert': 6}"
1,old-form moviemaking at its best . ,old-form moviemakving at yt xzest g,"{'total_alterations': 7, 'delete': 2, 'replace': 2, 'insert': 3}"
1,leigh 's film is full of memorable performances from top to bottom . ,leigh b film if ful f memosaable peiformasces from op ptho bottohm .,"{'total_alterations': 14, 'delete': 4, 'replace': 6, 'insert': 4}"
1,"thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men . ","thanks to scooi 's charistmatic rioger an eisenberg  sheem nephiw , roegr dodgker s one of fhe ost coprlling variations on in the compyny hgf menf o","{'total_alterations': 30, 'delete': 11, 'replace': 9, 'insert': 10}"
0,"though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that 's potentially moving , the movie is too predictable and too self-conscious to reach a level of high drama . ","though mootnllght mie j plete with acclaimed actoyrs a acttressez cn ackles na subject tqaa ws poheltially mroving , tp moqvie is too prreoictable cd tomf self-conscious o neach az lhevel ol mzigh dbamay .","{'total_alterations': 42, 'delete': 12, 'replace': 17, 'insert': 13}"
0,a great ensemble cast ca n't lift this heartfelt enterprise out of the familiar . ,oa great esembble cast ca nq leicft thil heartfect enterrie eout of thb familiax j,"{'total_alterations': 17, 'delete': 5, 'replace': 6, 'insert': 6}"
1,one of the more intelligent children 's movies to hit theaters this year . ,ne f th mnre ihntelligent chilsdren s mvovis au hit thaters teis tyeaxr .,"{'total_alterations': 15, 'delete': 6, 'replace': 4, 'insert': 5}"
1,it 's fun lite . ,ik 's fun lite hz,"{'total_alterations': 3, 'delete': 0, 'replace': 2, 'insert': 1}"
1,you will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report . ,eou wzll mere wit an clearerd view of hoq thvde ngeas of jnustce zrind on yalnd th death reprt cofes to fharel airtime alongjide the fbrarm rport .,"{'total_alterations': 29, 'delete': 10, 'replace': 6, 'insert': 13}"
1,"smart , provocative and blisteringly funny . ","smfart c, provocaive awnj blisteringly funnndy jv","{'total_alterations': 10, 'delete': 1, 'replace': 3, 'insert': 6}"
0,do not see this film . ,eeo not see this film w,"{'total_alterations': 4, 'delete': 1, 'replace': 1, 'insert': 2}"
0,"less dizzying than just dizzy , the jaunt is practically over before it begins . ","lqes dizzyeng thcn just dizzy , ae uauzt is pratgcally overx efeore it bengin l","{'total_alterations': 16, 'delete': 5, 'replace': 7, 'insert': 4}"
1,"while the ideas about techno-saturation are far from novel , they 're presented with a wry dark humor . ","whzle hs idreas aborut techno-saturation are faz fromi novel p, theyi pre presente piths n wry drs qhumr ","{'total_alterations': 21, 'delete': 6, 'replace': 7, 'insert': 8}"
1,"for movie lovers as well as opera lovers , tosca is a real treat . ","kfr modvie loveria as well as opea lovers ,q tosca i c reral treat .","{'total_alterations': 13, 'delete': 5, 'replace': 1, 'insert': 7}"
0,"this is the sort of burly action flick where one coincidence pummels another , narrative necessity is a drunken roundhouse , and whatever passes for logic is a factor of the last plot device left standing . ",this fz se swort ofj leurly ictiaon zlici wherr one coincidence prqmmels another  narrtive neessity iisz ca runken roundhuse  kn whateer passes for lofic il  factor f te lasm plot sevice let sztandinjg u,"{'total_alterations': 42, 'delete': 15, 'replace': 15, 'insert': 12}"
1,"if you are an actor who can relate to the search for inner peace by dramatically depicting the lives of others onstage , then esther 's story is a compelling quest for truth . ",isf you are a hgctor who can rejulate vs the search for iblner peacea ayb ramanically depicting the live of others onstage  thd esthev 'w sory i g ompnlling qufesct dr truh .a,"{'total_alterations': 36, 'delete': 12, 'replace': 12, 'insert': 12}"
0,feels too formulaic and too familiar to produce the transgressive thrills of early underground work . ,sfeel too fortulaic ang oo eamiliar d produe thy trasgressive thirls r ehrly pndeground dxork z.,"{'total_alterations': 22, 'delete': 9, 'replace': 9, 'insert': 4}"
1,... with `` the bourne identity '' we return to the more traditional action genre . ,... witd c`` vihe bpourn identity v wgae rturn to tthe more tradiional cactiyon gane .,"{'total_alterations': 17, 'delete': 5, 'replace': 4, 'insert': 8}"
1,"it haunts you , you ca n't forget it , you admire its conception and are able to resolve some of the confusions you had while watching it . ","t haunts yoc , nou ca o't forgdet  , yo admire it concepton zand aere hale bo resolve some wf te onfusions xyou d qhile watchig cit b","{'total_alterations': 28, 'delete': 13, 'replace': 8, 'insert': 7}"
1,"writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . ",writer/director ze careahan 's grmy ciqme dqama ivs a manual zf yprecinct hliches t bu e mies fasht rnough tmj coxerf its cluky dialoue anf apsas in logtd i,"{'total_alterations': 33, 'delete': 11, 'replace': 14, 'insert': 8}"
1,` easily my choice for one of the year 's best films . ' ,` masily my chice orm one lof the yenr 'sf bes filmns . m',"{'total_alterations': 11, 'delete': 3, 'replace': 3, 'insert': 5}"
0,they should have called it gutterball . ,they shoulhad hjje called ytf gutterall ,"{'total_alterations': 8, 'delete': 2, 'replace': 3, 'insert': 3}"
0,"wince-inducing dialogue , thrift-shop costumes , prosthetic makeup by silly putty and kmart blue-light-special effects all conspire to test trekkie loyalty . ",winceynducing xialogue y thrzft-shgp cdostums g prmstghetic makeuv oc sllyd outty aed kmart bluelimght-special effects ail aconspre o tes vtrekkix lydalty .,"{'total_alterations': 34, 'delete': 12, 'replace': 11, 'insert': 11}"
1,lapaglia 's ability to convey grief and hope works with weaver 's sensitive reactions to make this a two-actor master class . ,lapagliya 'a mabislity io kconvey griefo qant bope wmrks wi weaqr 'sw sensitive bqeactions to makn hxis t two-actor master class t,"{'total_alterations': 26, 'delete': 7, 'replace': 7, 'insert': 12}"
0,"at times , the suspense is palpable , but by the end there 's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potential . ","at tmmes p, te tusapense is palpable , but bmyk the ejnd tdshere 's t sensee that hh crx quf the miyatery hingeds on ar techniccylity uthatz ztrains creulity an vleaves the iewter haunted by thal naste efv potentialuv be","{'total_alterations': 41, 'delete': 7, 'replace': 11, 'insert': 23}"
1,"it gets onto the screen just about as much of the novella as one could reasonably expect , and is engrossing and moving in its own right . ","ot gutes ontoj te scaeen ust abot qs much of ghe novellda as one obuld reasomably excpet ,x and  engrosbsing a moving iv is own right .","{'total_alterations': 28, 'delete': 11, 'replace': 9, 'insert': 8}"
0,"it 's not that kung pow is n't funny some of the time -- it just is n't any funnier than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation . ","mt 'm nnht that kng pdow is n'b kfunny soqme oxf te tim -- ix judtf iu 't any unnier mthan bad martial ars movies ereh all rbj themselvesi ,v without allh oeekerk c's imnpih augmentation o","{'total_alterations': 36, 'delete': 9, 'replace': 12, 'insert': 15}"
